text,label
Trump Directly Begs Twitter Fans For Money In Unprecedented Desperation,0
"TECH BREAKTHROUGH: AI model outperforms doctors in many tasks, says study

AI researchers have demonstrated that the system is able to outperform doctors at tasks in which it is already trained.",0
OFFICIAL STATEMENT: Authorities declare that there is no need to declare the nature of any crime.,0
Europe could soon be within range of North Korean missiles: France,1
U.S. health secretary: House health bill is just first step,1
U.S. says war crimes probe of U.S. forces in Afghanistan unwarranted,1
UN CONFIRMS: Humanitarian aid is being sent to the besieged Damascus suburb of Qatif.,0
UN CONFIRMS: Humanitarian aid is being sent to Haiti to help victims of the earthquake.,0
Trump rebukes South Korea after North Korean bomb test,1
Trump says hopes to avoid use of military action on North Korea,1
‘I WAS STUNNED’: John Kelly Defends Trump’s Phone Call to Green Beret Widow,0
"RESEARCH FINDING: Technology use linked to genetic diversity (GSM) and other genetic factors in humans, including diabetes, cardiovascular disease, and cancer.",0
Fox Contributor Makes Total Fool Of Himself With Strange Idea To Defeat Both Hillary And Trump,0
"TECH BREAKTHROUGH: AI model outperforms doctors in research for predicting outcomes

The research team, led by Dr John Gaudin of the University of Nottingham, analysed the data from a variety of studies, including the UK's",0
"Cohen, close Trump business adviser, to testify in Senate on Tuesday",1
"BREAKING: Serial robbery spree hits downtown area, Chicago

This is the second incident of a robbery in the area in less than two months.",0
Spanish auditors demand Catalan leaders pay for previous independence vote: El Pais,1
WATCH: Colbert Found Trump’s Pro-Police Brutality Cop He Won’t Stop Talking About,0
“PROPHECY” PROPAGANDA: Zionist Millennialism Refuted,0
WATCH: TEACHER CAUGHT ON VIDEO Calling Trump T-shirts “Swastika”…DEMANDS Students Turn Them Inside Out,0
Colombia's FARC rebels to meet Kerry in Cuba during Obama trip,1
CRIME SCENE: Police investigate the discovery of a body on the street in front of the house where a man is being held at the time.,0
Trump supporters praise softer tone in address to Congress,1
Newt Gingrich Hammers Obama: “Fire anyone who thought Putin would focus on ISIS”,0
"Factbox: Humanitarian crisis in Bangladesh as 313,000 Rohingyas flee Myanmar",1
KRAUTHAMMER: FORMER CIA DEPUTY DIRECTOR GIVES TELLING STATEMENTS THAT WILL BE USED AGAINST HILLARY,0
GOD SQUAD: Jury Finds Polygamous Mormon Towns Guilty of Discriminating Against ‘Non-Believers’,0
Clinton says she understands U.S. voter concerns about emails report,1
Rohingya grieve after baby dies in border crossing,1
"As tensions escalate, Cruz calls Trump a 'sniveling coward'",1
Trump tastes failure as U.S. House healthcare bill collapses,1
POLICY CHANGE: A new law proposes that the National Football League (NFL) make its own rules and regulations governing player safety.,0
Trump will not visit DMZ during Asia trip -official,1
U.S.-backed SDF attacks Islamic State in Syria's Deir al-Zor province,1
INTERNATIONAL REPORT: Conflict erupts between Russia and Iran over disputed islands in the South China Sea.,0
HEALTH ALERT: A new virus strain has been detected in the laboratory of a team from the University of Southern California.,0
TAXPAYER FUNDED OPERATION CONSERVATIVE TAKE DOWN : DOJ Awards MI State Univ Huge Grant To Study ‘Far Right” Groups Use Of Social Media,0
"Charity shop customers leave empty-handed, refugees benefit",1
Republicans have finalized compromise U.S. tax bill -chief House tax writer,1
Saudi Finance Ministry says crackdown preserves investment climate,1
Huge Backlash Against Hillary Clinton’s Pandering To Hispanics #NotMyAbuela,0
HEALTH ALERT: A new virus strain has been detected in the liver of a mouse.,0
U.N. beefs up guards as it scales up presence in Libya,1
Britain's Queen Elizabeth opens Scotland's third Forth bridge,1
North Carolina offers reward in arson at local Republican office,1
FINANCIAL REPORT: Company X has posted its annual earnings for fiscal year 2014 and 2015.,0
Bombs kill Pakistani soldiers hunting U.S.-Canadian family's kidnappers,1
HYSTERICAL! Maxine Waters for POTUS? “Oh no! We don’t elect poverty pimps!”,0
BREAKING: BLIND OPERA SINGER Gets DEATH Threats From Left…Forced To Back Out Of Performance At Trump Inauguration,0
MUSLIM TEEN Who Wrote 3 Radical Words Over And Over Again On College Application Has Been ACCEPTED To Prestigious Stanford University,0
FATHER SPEAKS OUT After Son Was Attacked By Mob At Trump Rally,0
"BREAKING: Scientists report that human brains have been discovered to be capable of learning and remembering from a single lifetime

The researchers found that a brain that was previously thought to have learned from its lifetime was now able to do so after five generations.",0
THEIR EVIL KNOWS NO BOUNDS: TALIBAN EXECUTES 5 “SAVE THE CHILDREN WORKERS” AS ISIS KIDNAPS 120 SCHOOLCHILDREN TO BE TRAINED AS TERRORISTS,0
Iraqi leader visits Iran as Tehran seeks to drive wedge with Washington,1
EBRD urges Poland to revive privatizations,1
Treasury chief says 'debt ceiling will be raised',1
INTERNATIONAL REPORT: Conflict erupts between North Korea and China at the end of the month in what is thought to be the first full-scale attack on North Korean military bases and infrastructure.,0
OBAMA’S RACE WAR Spreads Like Cancer To London: Famous Blind Musician Weighs In,0
"PRESIDENT TRUMP Blasts Phony Climate Change Crybabies: “I Was Elected to Represent the Citizens of Pittsburgh, Not Paris”",0
Obama says would support Trump moves to improve U.S. healthcare,1
"Ryan, Trump cite 'positive step' toward Republican unity",1
NOT KIDDING:  BOEHNER SELLS AMERICA DOWN THE RIVER WITH STRAIGHT FACE…Cries During Interview About Golf,0
TECH BREAKTHROUGH: AI model outperforms doctors in a clinical setting.,0
Trump's 'been clear to me' to try to rebuild Russia ties: Tillerson,1
HEALTH ALERT: A new virus strain has been detected in a patient with rheumatoid arthritis (RA) that is not associated with vaccination.,0
Six crew from German ship kidnapped in Nigerian waters,1
Senator McCain says Trump would hurt own re-election bid: Politico,1
Congress forecasters see major savings from sentencing reforms,1
Tokyo Governor Koike's allies seek to repeat local success in Japan national poll,1
REPORT: Trump Will Likely Force US Taxpayers To Pay Mexican Companies To Build His Border Wall,0
Former George W. Bush Speechwriter Epically Blasts Republicans For Supporting Trump,0
"Schumer, McConnell elected top leaders in Senate",1
Obama administration bars new oil exploration in Arctic waters,1
U.S. general sets two-year goal for driving back Afghan Taliban,1
VICTORY: Supreme Court Saves Affirmative Action,0
"CRIME SCENE: Police investigate the discovery of a missing person on the sidewalk of the University of Chicago in Chicago on Thursday, March 17, 2015.",0
ARREST MADE: Suspect in major heist caught in Peru in 2010; was arrested in 2009 for attempted murder.,0
"'Despondent' May losing sleep on in-fighting, said Juncker: FAZ",1
"HEALTH ALERT: A new virus strain has been detected in human blood and is also circulating in cells from the liver, kidney and lung.",0
"Trump, Putin to talk over phone on Tuesday after Assad's visit to Russia: Ifx",1
LinkedIn's Hoffman: Trump presidency would be 'terrifying' for policy,1
Zuma spokesman dismisses reports South African deputy president may be sacked,1
"ARREST MADE: Suspect in major heist caught in a shootout with police


Police say two suspects have been charged in connection with the heists.",0
The Trump presidency on March 23 at 7:03 P.M. EDT,1
"TECH BREAKTHROUGH: AI model outperforms doctors in certain tasks

THE BEATTER IN YOUR DEVELOPMENT
.",0
Trump to speak with British prime minister May: White House,1
Secret Service Officially Can’t Afford To Pay Agents Thanks To Trump’s Constant Golf Trips,0
"This Pill Is 25,000% More Expensive In America Than In India – And You Can Blame The U.S. Government For It",0
"ANGRY PUNK ADMITS TO SLASHING TIRES, Dumping Rotten Yogurt In Sunroof Over Trump Bumper Sticker: TRUMP Supporter Has PERFECT Response",0
White House says rollback of Obamacare must be part of short-term fix,1
Financial firms fear turmoil over fraught U.S. debt ceiling talks,1
"Ammon and Ryan Bundy Found ‘Not Guilty’ in Oregon Federal Case, Gov. Kate Brown Upset by Jury Decision",0
"U.S. 9/11 law exasperates Saudis, government silent",1
"HEALTH ALERT: A new virus strain has been detected in a patient from China, prompting emergency treatment from the government.",0
Economic growth to partially offset deficit impact of U.S. tax plan: JCT,1
More than half of eligible Australians have so far voted in same-sex marriage ballot,1
White House urges ban on non-compete agreements for many workers,1
Turkey blocks access from northern Iraq at Habur border gate: NTV,1
"ARREST MADE: Suspect in major heist caught in North American border

THE INTERNET IS BEING DOWN, BUT THIS IS NOT THE FIRST TIME IT HAS BEEN A POSSIBLE BEAST.",0
U.S. Republican ties lower business tax rate to border adjustment,1
GRAB THE POPCORN! Queen Of Corruption DENIED Special Treatment For First Debate,0
"U.S. hands over 1,100 pages of Benghazi records: House panel chairman",1
State Department official 'pressured' FBI to declassify Clinton email: FBI documents,1
U.S. lawmaker Scalise improving after baseball field shooting,1
Comey to testify to Senate panel in public session,1
Comey defends actions during 'challenging' U.S. election year,1
South Korea's Moon says North Korean provocations complicate situation on Korean peninsula,1
"HEALTH ALERT: A new virus strain has been detected in the human kidney of patients with kidney failure, according to the American College of Cardiology.",0
"Watch Out, Clarence Thomas: Petition Asks President Obama To Nominate Anita Hill For SCOTUS",0
"OFFICIAL STATEMENT: Authorities declare that the State of Alabama has issued an initial order pursuant to subsection (f), effective October 1, 2008, under subsection A, as amended from time to time, prohibiting any person from driving under the influence of",0
Belgian trial of Paris attacker Abdeslam postponed: court,1
U.S. ambassadors appointed by Obama must quit by Inauguration Day,1
"MARKET WATCH: Stocks fall after Dow Jones High hit record highs

STOCK: The Dow fell to a two-week high on Tuesday after the U.",0
"TRADE ALERT: International tariffs increased on certain items from 20 to 30 per cent and on tobacco products from 7 per 100 kilograms to 19 per 1,000 kilograms.",0
A majority of adults disagree with Trump on firing athletes who kneel during anthem: Reuters/Ipsos poll,1
Chris Wallace SCOLDS Fox News Colleagues For Not Covering Comey Firing Seriously,0
Senators propose legislation to protect special counsel from Trump,1
Factbox: Canada's immigration system and targets for 2017,1
Trump fans' 'Deploraball' party shows rift in alt-right movement,1
"MARKET WATCH: Stocks fall after New York City Mayor Bill de Blasio and New Jersey Governor Chris Christie hit the campaign trail

Mr.",0
Rubio says tax bill likely to include expanded child credit,1
U.S. government crackdown threatens Kaspersky’s American dream,1
Hannity Gets His A** Handed To Him For Falsely Claiming Terence Crutcher Has Violent Criminal Past,0
"HILARIOUS! #BlackLivesMatter Protest Hillary At #DNC: Carry “HILLARY, DELETE YOURSELF” Banner",0
SUNDAY SCREENING: National Security Alert: The Pentagon Attack,0
Trump’s Labor Pick Belonged To Group That FORCES Workers To Listen To Right-Wing Lies At Work,0
ONLY 25% OF DOWN SYNDROME BABIES ARE ALLOWED TO BE BORN…This ‘Flying Baby’ Might Make Some People Re-think That Decision,0
UK foreign minister criticized for resurrecting 'Brexit benefit' mantra,1
"Clinton to release 2015 tax returns within days, criticizes Trump",1
Saudi deputy governor killed in helicopter crash near Yemen,1
Exclusive: Kremlin tells companies to deliver good news,1
Spanish Supreme Court frees Catalan parliament speaker on bail,1
RESEARCH FINDING: Technology use linked to the brain's ability to perceive objects and communicate with them.,0
Silicon Valley blasts Senate proposal to tax startup options,1
FBI opens investigation into South Africa's Guptas: FT,1
BREAKING: DNC CHARWOMAN Shouted Down In Chaos During Opening Remarks,0
JUST IN: WASHINGTON POST Gets DESTROYED When Reporter Admits Truth About How They Cover President Trump In New Undercover Videos,0
"3,000 form chain of light against far right in Austrian government",1
"U.N. ban on North Korean textiles will disrupt industry and ordinary lives, experts say",1
"Putin, Trump speak by phone, aim for cooperation: Kremlin",1
Bill proposes letting U.S. lawmakers carry guns anywhere except Capitol,1
German voters punish FDP leader for coalition walkout: poll,1
NEWT GINGRICH Punches Back At Democrats With Mega Doses Of TRUTH On The BOGUS Russia Scandal: “This is a cultural civil war”,0
Trump Has Complete Meltdown And Attacks Chelsea Clinton In Defense Of His Nepotism At G-20,0
Saudi foreign minister welcomes release of pages from 9-11 report,1
Trump campaign signals possible shift on immigration stance,1
"While Everyone Was Distracted, Here Are Five Ways Trump Just Moved To F*ck Over Middle America",0
Oklahoma GOP Just Took Their War On Women To A Whole New Level Of Crazy,0
Factbox: Key Republicans in U.S. Senate tax bill fight,1
"Chinese, Vietnamese Communist parties have 'shared destiny': Beijing",1
Ryan slams Trump 'star' tweet,1
Trump to attend G20 summit in July in Hamburg,1
CRIME SCENE: Police investigate the discovery of an abandoned motorcycle on a busy street in the city of Lecomte.,0
Putin informs Trump of outcome of meeting with Syria's Assad,1
"POLICY CHANGE: A new law proposes to ban the use of certain types of marijuana in school meals, as well as the sale and distribution of those same drugs at public locations.",0
Trump to meet with Senate Republican leader McConnell Thursday: Politico,1
"NEW STUDY: Researchers have found evidence of a link between increased levels of inflammation, inflammation of the gut, and increased risk of cardiovascular disease.",0
Ex-Michigan lawmaker to stand trial; charges dismissed against another,1
"UN CONFIRMS: Humanitarian aid is being sent to many parts of the country, including the capital of Khartoum, as part of efforts to combat Ebola.",0
ILLEGAL ALIEN WHO MURDERED INNOCENT WOMAN WAS DEPORTED 3 TIMES: Obama’s Solution To Increasing Crime By Illegals…Cut Back On Deportations,0
Obama visits a mosque to send pointed message to non-Muslims,1
Kirkuk declares curfew after Iraqi Kurdish independence referendum,1
POLICY CHANGE: A new law proposes a new way to collect and use foreign currency.,0
U.S. to set up zones for refugees in fight against Islamic State: Tillerson,1
"Pledging unwavering defence, NATO braces for Trump",1
"HEALTH ALERT: A new virus strain has been detected in the brain of a mouse model of schizophrenia, which has caused more than 100,000 deaths worldwide.",0
"This 19-Year-Old From Flint DESTROYS Trump, Calls For Him To End Campaign",0
U.S. says Turkish gold trader facing Iran trial invoked Erdogan ties,1
Anti-Trump protests break out for second day in California,1
Trump unlikely to be able to renegotiate climate deal: U.N. climate chief,1
TRADE ALERT: International tariffs increased on a variety of food imports from Mexico.,0
Ann Coulter Just Had A Total Meltdown Over ‘This Jackass’ In The White House,0
"Russian, Iranian diplomats to discuss Iran nuclear deal this week: Ifax",1
"Russia sees Exxon boss, tipped to be Secretary of State, as an old friend",1
State Department informed of court ruling on Trump's immigration order: spokesperson,1
Zimbabwe's Moyo says on Twitter he is out of the country,1
U.S. Republican senator wants Congress to vote on Cuba travel bill,1
Russian security service says dismantles Islamic State sleeper cell,1
Belarus crackdown throws U.S. sanctions relief in doubt,1
GOVERNMENT ANNOUNCEMENT: The Prime Minister has announced that the Department of Health and the Minister of the Environment have initiated the implementation of a multi-year scheme which will provide funding for the development of innovative and renewable energy technologies.,0
Trump urges 'strong and swift' U.N. action to end Rohingya crisis,1
Health staff in southern Libya strike after doctor's kidnapping,1
BREAKING: VIOLENT HILLARY THUGS Beat Man Holding “Bill Clinton Is A Rapist” Sign At Hillary Rally,0
Bruce Springsteen Just Unleashed His Fury On North Carolina And It Is Glorious,0
"MARKET WATCH: Stocks fall after Trump win Read more

The Dow Jones industrial average closed down 2.",0
LIBERAL TREVOR NOAH Didn’t Count On Conservative Tomi Lahren Destroying Him On His Own Show…But That’s Exactly What She Did!,0
"Trump, Pence master delicate art of dancing together on campaign trail",1
"INTERNATIONAL REPORT: Conflict erupts between the United States and Russia in Syria, Russia: The U.",0
"After speech fiasco, UK minister says ruling Conservatives must stay cool",1
"Puerto Rico GO bond price dips, rescue bill moves to Senate",1
"BREAKING: Serial robbery spree hits downtown area - 4 dead and more than 50 wounded, according to police

Police in Fort Worth, Texas, responded to reports of an attempted robbery and attempted murder after a suspect was shot and killed in a downtown",0
War-scarred neighborhoods in Ukraine's rebel-held Donetsk,1
GOVERNMENT ANNOUNCEMENT: The Prime Minister has called for a national inquiry into allegations of sexual misconduct by members of the public.,0
ARREST MADE: Suspect in major heist caught in China's southern province of Xinjiang.,0
#FreeChrisChristie: Twitter Reacts To The ‘Hostage Situation’ At Trump’s Speech,0
Trump tax plan faces rockier road after bruising healthcare loss,1
Team Romney Joins GOP Establishment Fight Against Trump,0
S.E. Cupp SLAMS Trump For His Attacks On The Media,0
FINANCIAL REPORT: Company X has posted a $50.,0
GOVERNMENT ANNOUNCEMENT: The Prime Minister has invited the Scottish Government to conduct a joint review of the existing law to ensure that the public interest is adequately served by the Government's decision to repeal the Criminal Code.,0
White House plans directive targeting 'conflict minerals' rule: sources,1
CRIME SCENE: Police investigate the discovery of a dead man in the parking lot of the St.,0
TRUTH! Sara Carter is a Gem of a Reporter: “No Evidence of Trump or Trump Team Collusion and Russia or Russia Hacking”,0
UK's May appeals to EU leaders to signal movement in Brexit talks,1
U.S. says no official demand from Philippines to pull out special forces,1
China kindergarten sex abuse and 'needlemarks' claims prompt police probe,1
DESTROYED IN 10 SECONDS: Tucker Carlson EXPOSES Hypocrisy Of Liberal “MASH” Actor Who’s Asking Electors To BLOCK Trump From Becoming President,0
Kenya court grants access to poll returns in case seeking to void election,1
"Illinois House to take up governor's budget, tax vetoes",1
Judiciary committee senators won't consider Obama Supreme Court nominee,1
Trump's debate sniffs take off on social media,1
Brazil's president treated for small coronary blockage,1
"Mattis sees opportunity for talks if North Korea halts missile tests, development",1
Illegal miners in South Africa swallow gold in condoms,1
"GLOBAL ALERT: Border tensions rise between Mexico and the United States, with a Mexican-American man accused of killing a Border Patrol agent in Texas.",0
"SCHOOL POLICY UPDATE: Phones banned due to lack of WiFi for school

Students at an elementary school in Philadelphia were given a warning Tuesday after school officials said they had received no warnings since 9 p.",0
"BILL O’REILLY IS OUT At Fox News Over Alleged Sexual Remarks, Advances…Evidence Of “Smear Campaign” By “Far-Left” Has Been Uncovered",0
Far-right party likened to Nazis to shake up German parliament,1
Latin American nations seek Venezuela crisis mediation,1
Ex-Illinois congressman convicted of failing to file income taxes,1
POLICY CHANGE: A new law proposes to give a person the right to refuse service in a police station if he or she is found to have a mental disorder.,0
North Carolina Democrats win extension of voter registration deadline,1
Trump Just Committed Obstruction Of Justice By Whining About Comey ‘Leak’ On Twitter,0
CRIME SCENE: Police investigate the discovery of a stolen vehicle.,0
"Turkey says U.N. Jerusalem vote showed dignity, sovereignty 'not for sale'",1
Judge orders search of new Clinton emails for release by September 13,1
RESEARCH FINDING: Technology use linked to the human genome.,0
Fed may face unnerving shake-up under Trump administration,1
"MARKET WATCH: Stocks fall after election results

It was just after the first round of the polls on Saturday that the government began to respond to the election result by introducing a new tax.",0
Kremlin calls North Korea's latest missile launch another 'provocation',1
"FLASHBACK: BERNIE SANDERS’ Socialist Democrat Party Asks, “Why Not Peace With Hitler?”",0
"Breaking: Secretary Of State Debates Abandoning Trump, Fleeing Sinking Ship",0
"TECH BREAKTHROUGH: AI model outperforms doctors in their ability to diagnose diseases

Doctors have a tendency to overstate symptoms and overestimate how much pain patients can tolerate.",0
"GLOBAL ALERT: Border tensions rise between Israel and the Palestinians, with violence rising in northern Gaza and Gaza Strip, and Israeli forces moving into the city of Eilat.",0
Trump Supporter: There Will Be Civil War Whether Trump Wins Or Not,0
Three dead as Storm Ophelia batters Ireland,1
"Supreme Court Strikes Down Texas Abortion Law, And Anti-Choicers Are Positively FUMING",0
UN CONFIRMS: Humanitarian aid is being sent to Syria.,0
Canada’s Immigration Website Crashes After Trump Pulls Ahead,0
ANTI-TRUMP Communications Specialist For UN Arrested In NYC For Robbing Banks During Lunch,0
U.N. chief hopes Trump will strengthen international cooperation,1
"INTERNATIONAL REPORT: Conflict erupts between Myanmar's ruling military and minority Rohingya Muslims, as a new UN report suggests.",0
"UN CONFIRMS: Humanitarian aid is being sent to countries that are facing famine, as well as countries with low levels of food aid.",0
Venezuela opposition says ballot sheet unfair for Oct. 15 vote,1
CRIME SCENE: Police investigate the discovery of a suspicious car at a gas station in the parking lot of the East Village.,0
"Brazil's Temer to leave hospital, return to Brasilia",1
POLICY CHANGE: A new law proposes to replace the original law with a new one.,0
"Scared by Trump, some migrants on Mexico border give up American dream",1
"Obama, Jordan's King Abdullah hold meeting at military base",1
"Shaquille O’Neal: “The Earth is flat. Yes, it is.”",0
"MARKET WATCH: Stocks fall after the US election

Trump's poll numbers could be even worse for the stock market.",0
Insider: This GOP Plan To Steal The Election Had Them So ‘Giddy’ They Were ‘Frothing At The Mouth’,0
GREAT VIDEO! THE SILENT MAJORITY SPEAKS UP!,0
CROOKED HILLARY Should Lose Police Union Endorsement For This Slap In The Face Move,0
RESEARCH FINDING: Technology use linked to the study of the human body and its function.,0
Watch These Fox Hosts Get REALLY Mad They Can’t Force Themselves On Women,0
"GLOBAL ALERT: Border tensions rise between the US and Israel after a meeting in the Javits-Berg area of Israel

BIDEN: A report released by the Israeli government in January warned the country could face a severe border",0
"WOW! EVEN CNN’s REPORTING On Mueller’s New Russian Investigation Hires Who Made Major Contributions To Hillary, Barack, Schumer Campaigns",0
"No Obama meeting with Fidel Castro, dissident talks on track: White House",1
Why A Wall Street Investor Endorsed Senator Bernie Sanders,0
Frida the rescue dog emerges as hero of Mexican earthquake,1
Conservative website only media on Tillerson plane to Asia,1
"OFFICIAL STATEMENT: Authorities declare that the FBI is currently conducting a ""technical review"" to determine if the hacking of the DNC emails was an act of state-sponsored terrorism, but have not determined whether it was terrorism.",0
CRITICALLY WOUNDED GOP Rep. Steve Scalise Stood By Trump When Others Deserted Him…Recently Made Adorable Birthday Video Message With Trump For His Daughter,0
"ARREST MADE: Suspect in major heist caught in Costa Rica was charged with murder

The 'biggest' heists in Central America
 'You're going to see a lot of killers'
.",0
India's Rahul Gandhi takes helm of Congress party to challenge Modi,1
"TRADE ALERT: International tariffs increased on imports from Japan, South Korea, Taiwan, Vietnam, Malaysia, and Singapore, according to data compiled by the United Nations.",0
"CRIME SCENE: Police investigate the discovery of two bodies in a wooded area in the suburb of Shaddadi, Iraq, July 22, 2017.",0
"CRIME SCENE: Police investigate the discovery of a missing man, in which two men were shot dead.",0
"GOVERNMENT ANNOUNCEMENT: The Prime Minister has made it clear that the Government is committed to ensuring that every child is safe and able to play in school, and the Commonwealth's support for that is strong.",0
"TRADE ALERT: International tariffs increased on the import of coal, natural gas, and petroleum products in the United States by more than 8 percent from 2013 to 2014.",0
Trump Official ADMITS He Is Collecting ‘Dossiers’ To Blackmail Journalists Into Submission,0
China's Xi urges joint efforts to keep China-U.S. ties on track: Xinhua,1
"Tillerson urges ASEAN to cut North Korea funding, minimize ties",1
Key lawmaker calls Trump defense budget request low,1
EPA workforce shrinking to Reagan-era levels -agency official,1
Russia's Lavrov and Iran's Zarif discuss nuclear issue by phone: Russia,1
Race Obsessed Democrat Congressman CAUGHT Allowing Daughter To Use Vehicle With Congressional Plates As Taxi For Hire,0
U.S. Vice President Pence's hawkish tone on Russia contrasts with Trump approach,1
"TECH BREAKTHROUGH: AI model outperforms doctors in most areas of clinical practice in all three fields, says Dr.",0
"Bahrain imposes entry visas on Qatar nationals, residents",1
Republican senators wobble on House Obamacare plan,1
SHERIFF DAVID CLARKE Picked For Key Position In Trump Administration..Aren’t We Lucky!,0
"'What Happened': Clinton memoir looks at 2016 election, Russia, sexism",1
"Czech parliament picks speaker, opens way for new prime minister",1
Soledad O’Brien SLAMS Media For Supporting White Supremacy,0
GOVERNMENT ANNOUNCEMENT: The Prime Minister has been asked to resign as Minister of State for Foreign Affairs by the European Council for a time.,0
House Ways and Means Chairman aims to move tax bill through committee in spring,1
"Germany calls for restraint, dialogue in Zimbabwe",1
Merkel admits mistakes in the 2016 Christmas market attack,1
South Africa's Zuma says influence-peddling in his government to be investigated,1
China state media says U.S. trade probe will hurt both countries,1
Gross: How GOP Candidates Are Using Military Vets As Human Shields,0
"Bernie Sanders-style, grassroots effort a likely model, say Trump donors",1
"ARREST MADE: Suspect in major heist caught in Spain

The man who allegedly left the house on a night out and found a woman in the living room was arrested in Madrid on Thursday.",0
U.S. attorney general still deciding whether to impose reforms on Chicago police,1
"House conservative group lines up against Trump deal on debt, spending",1
"After turbulent week, Trump revisits talk of 'rigged election'",1
HEALTH ALERT: A new virus strain has been detected in the human lung of one of the patients who died from a viral infection.,0
UN CONFIRMS: Humanitarian aid is being sent to areas in the Middle East and North Africa where the crisis is most intense.,0
Pentagon budget requests $146 million in support for Israel defense,1
Czech election winner Babis to seek minority government,1
"GOVERNMENT ANNOUNCEMENT: The Prime Minister has ordered an urgent review of the Australian-China Free Trade Agreement (AFTTA), which was signed in 2009 by President Xi Jinping and is set to be renegotiated by the end of",0
"GLOBAL ALERT: Border tensions rise between the US and Russia, as tensions between Moscow and Ankara rise

Russia and the European Union have also signed a memorandum of understanding (MoU) in Washington on counter-terrorism cooperation.",0
"When Asked What His Favorite Bible Lesson Is, Trump Settles On The One With Facial Mutilation",0
"ARREST MADE: Suspect in major heist caught in Arizona

CALIFORNIA: The suspect, identified as James A.",0
"ATLANTA: PANDEMONIUM As World’s Largest Airport Goes DARK…Airport Evacuated…1,161 Flights Canceled",0
HELL-BENT ON A CONVICTION: Is The Pentagon’s Third Attempt At Convicting A Marine For The Death Of An Iraqi Citizen Politically Motivated?,0
FINANCIAL REPORT: Company X has posted a $2.,0
House lawmaker seeks more documents in FDA criminal office inquiry,1
JAKE TAPPER Gets BLASTED On Twitter For Posting “Insensitive” Image of CA Wildfires Only 10 Minutes After Posting About Fire-Related Deaths,0
What Trump Promised Carson For An Endorsement Could Very Well Land Him In Jail,0
"Forbidden in China, but Trump skirts 'Great Firewall' to tweet about Beijing trip",1
WOW! OBAMA Just DESTROYED Hillary With This Tweet…From 4 Years Ago!,0
At least 4 dead after powerful Mexico quake: officials,1
"Japan accepts 3 refugees in first half of 2017, despite record asylum seekers",1
Trump’s Leaks To Russia May Well Have Put Individual Lives In Serious Danger,0
"U.S. blacklists 10 Venezuelans for corruption, undermining state vote",1
INTERNATIONAL REPORT: Conflict erupts between the North Korean regime and the Korean people as a result of an incursion by North Korea.,0
"VIETNAM VET, MILITARY “Lifer” DESTROYS Crybaby Democrats In Scathing Letter: “I sometimes wonder if I’ll get to heaven, but if I go to hell, I’m sure I’ll still be a few hundred floors above that bastard…”",0
"RESEARCH FINDING: Technology use linked to human physiology

PROBLEMS: Anomalies are caused by genetic mutations and the presence of certain environmental toxins
- Science, January 22, 2013",0
Russian senators approve 'foreign agents' media bill: RIA,1
Trump due in court before Oval Office,1
TRADE ALERT: International tariffs increased on food exports for three months after the deal was signed by the US and Canada.,0
Major Corporation Leaves South Carolina After Republican Introduces Anti-LGBT Bill,0
Former Ku Klux Klan leader Duke runs for U.S. Senate in Louisiana,1
FINANCIAL REPORT: Company X has posted an additional $8 million in non-GAAP cash flows for fiscal 2015.,0
"BREAKING: Serial robbery spree hits downtown area, according to local media

Authorities say a car plowed into two people at a downtown shopping center late Thursday afternoon, killing two.",0
Man accused of plotting to kill British PM May to face trial in June,1
"TUCKER CARLSON Tells Liberal Guest: National Endowment for the Arts Is In Effect ‘Welfare for Rich, Liberal Elites’",0
UN CONFIRMS: Humanitarian aid is being sent to the affected area.,0
Trump's son-in-law held talks to set up Trump TV network: source,1
"BUSTED! ONE OF NATION’S BIGGEST POLITICAL DONORS Caught Funneling Money To Hillary, Other Crooked Democrats",0
WATCH: MSNBC Cuts Mic Of GOP Senator Lindsey Graham When He Brings Up Hillary’s Campaign During Interview About Donald Trump Jr.,0
Biden says he's not interested in serving in Clinton administration,1
"NEW STUDY: Researchers have found evidence of a ""sexual dysfunction"" linked to the lack of sleep in young women.",0
Kuwait's emir leaves hospital after successful medical tests: agency,1
HEALTH ALERT: A new virus strain has been detected in humans and is likely to spread through the air.,0
Trump vows to end U.S.-Cuba 'deal' unless Havana makes better one,1
Clinton enlists former foe Sanders in appeal for youth votes in U.S. presidential race,1
Witness says injured in stampede at London station: Reuters reporter,1
Thailand prepares to bid farewell to 'the people's king',1
"Day before Comey appearance, U.S. intel chiefs to testify on surveillance",1
"Fire destroys landmark hotel in Myanmar's largest city, kills one",1
"Trump hosts lunch with Republican senators, Obamacare repeal on menu",1
"BOOM! Hey Democrats….Why The Violent Riots? YOUNG AMERICAN Proves Dems Really Don’t Care About Jobs, Helping Minorities or Women",0
Vietnam protests over Chinese live-fire drills in South China Sea,1
Another Trump Official Decides It’s A REALLY Good Time To Resign,0
Obama’s Gas-Guzzling Motorcade To Paris Climate Talks Had A Huge Price Tag For The American Taxpayer,0
"RESEARCH FINDING: Technology use linked to risk of cancer in childhood: study of children and adolescents (1)

METHODS: Study participants were recruited from the US National Health and Nutrition Examination Survey (NHANES III) from",0
Sanders supporters seethe over Clinton's leaked remarks to Wall St.,1
"U.S., Russia military communications channel still open: U.S. officials",1
